epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
36,190.78,1.15876,5.26261,0.00543,0.48713,0.25,0.17124,0.0739,1.04487,5.05385,0.00665,0.000241039,0.000241039,0.000241039
37,194.742,1.15876,5.26261,0.00543,0.48713,0.25,0.17124,0.0739,1.04487,5.05385,0.00665,0.000246441,0.000246441,0.000246441
38,198.564,1.15876,5.26261,0.00543,0.48713,0.25,0.17124,0.0739,1.04487,5.05385,0.00665,0.000251761,0.000251761,0.000251761
39,202.084,1.15876,5.26261,0.00543,0.48713,0.25,0.17124,0.0739,1.04487,5.05385,0.00665,0.000256999,0.000256999,0.000256999
40,206.184,1.15876,5.26261,0.00543,0.48713,0.25,0.17124,0.0739,1.04487,5.05385,0.00665,0.000262154,0.000262154,0.000262154
41,210.088,1.15876,5.26261,0.00543,0.48713,0.25,0.17124,0.0739,1.04487,5.05385,0.00665,0.000267226,0.000267226,0.000267226
42,213.964,1.15876,5.26261,0.00543,0.48713,0.25,0.17124,0.0739,1.04487,5.05385,0.00665,0.000272216,0.000272216,0.000272216
43,217.652,1.15876,5.26261,0.00543,0.48713,0.25,0.17124,0.0739,1.04487,5.05385,0.00665,0.000277124,0.000277124,0.000277124
44,221.613,1.15876,5.26261,0.00543,0.48713,0.25,0.17124,0.0739,1.04487,5.05385,0.00665,0.000281949,0.000281949,0.000281949
45,225.54,1.15876,5.26261,0.00543,0.48713,0.25,0.17124,0.0739,1.04487,5.05385,0.00665,0.000286692,0.000286692,0.000286692
46,229.115,1.15876,5.26261,0.00543,0.48713,0.25,0.17124,0.0739,1.04487,5.05385,0.00665,0.000291352,0.000291352,0.000291352
47,232.716,1.15876,5.26261,0.00543,0.48713,0.25,0.17124,0.0739,1.04487,5.05385,0.00665,0.00029593,0.00029593,0.00029593
48,236.682,1.15876,5.26261,0.00543,0.48713,0.25,0.17124,0.0739,1.04487,5.05385,0.00665,0.000300425,0.000300425,0.000300425
49,241.451,1.15876,5.26261,0.00543,0.48713,0.25,0.17124,0.0739,1.04487,5.05385,0.00665,0.000304838,0.000304838,0.000304838
50,245.32,1.15876,5.26261,0.00543,0.48713,0.25,0.17124,0.0739,1.04487,5.05385,0.00665,0.000309168,0.000309168,0.000309168
51,249.018,1.15876,5.26261,0.00543,0.48713,0.25,0.17124,0.0739,1.04487,5.05385,0.00665,0.000313416,0.000313416,0.000313416
52,252.702,1.15876,5.26261,0.00543,0.48713,0.25,0.17124,0.0739,1.04487,5.05385,0.00665,0.000317582,0.000317582,0.000317582
53,256.4,1.15876,5.26261,0.00543,0.48713,0.25,0.17124,0.0739,1.04487,5.05385,0.00665,0.000321665,0.000321665,0.000321665
54,259.914,1.15876,5.26261,0.00543,0.48713,0.25,0.17124,0.0739,1.04487,5.05385,0.00665,0.000325665,0.000325665,0.000325665
55,263.68,1.15876,5.26261,0.00543,0.48713,0.25,0.17124,0.0739,1.04487,5.05385,0.00665,0.000329583,0.000329583,0.000329583
56,269.113,1.15876,5.26261,0.00543,0.48713,0.25,0.17124,0.0739,1.04487,5.05385,0.00665,0.000333419,0.000333419,0.000333419
57,273.232,1.15876,5.26261,0.00543,0.48713,0.25,0.17124,0.0739,1.04487,5.05385,0.00665,0.000337172,0.000337172,0.000337172
58,277.278,1.15876,5.26261,0.00543,0.48713,0.25,0.17124,0.0739,1.04487,5.05385,0.00665,0.000340842,0.000340842,0.000340842
59,281.414,1.15876,5.26261,0.00543,0.48713,0.25,0.17124,0.0739,1.04487,5.05385,0.00665,0.000344431,0.000344431,0.000344431
60,285.548,1.15876,5.26261,0.00543,0.68581,0.25,0.15547,0.04008,0.96825,4.41053,0.00565,0.000347936,0.000347936,0.000347936
61,289.303,1.50568,4.73619,0.0075,0.68581,0.25,0.15547,0.04008,0.96825,4.41053,0.00565,0.000351359,0.000351359,0.000351359
62,293.01,1.50568,4.73619,0.0075,0.68581,0.25,0.15547,0.04008,0.96825,4.41053,0.00565,0.0003547,0.0003547,0.0003547
63,296.833,1.50568,4.73619,0.0075,0.68581,0.25,0.15547,0.04008,0.96825,4.41053,0.00565,0.000357958,0.000357958,0.000357958
64,300.529,1.50568,4.73619,0.0075,0.68581,0.25,0.15547,0.04008,0.96825,4.41053,0.00565,0.000361134,0.000361134,0.000361134
65,304.228,1.50568,4.73619,0.0075,0.68581,0.25,0.15547,0.04008,0.96825,4.41053,0.00565,0.000364228,0.000364228,0.000364228
66,307.986,1.50568,4.73619,0.0075,0.68581,0.25,0.15547,0.04008,0.96825,4.41053,0.00565,0.000367238,0.000367238,0.000367238
67,311.712,1.50568,4.73619,0.0075,0.68581,0.25,0.15547,0.04008,0.96825,4.41053,0.00565,0.000370167,0.000370167,0.000370167
68,315.385,1.50568,4.73619,0.0075,0.68581,0.25,0.15547,0.04008,0.96825,4.41053,0.00565,0.000373013,0.000373013,0.000373013
69,319.284,1.50568,4.73619,0.0075,0.68581,0.25,0.15547,0.04008,0.96825,4.41053,0.00565,0.000375776,0.000375776,0.000375776
70,322.818,1.50568,4.73619,0.0075,0.68581,0.25,0.15547,0.04008,0.96825,4.41053,0.00565,0.000378457,0.000378457,0.000378457
71,327.791,1.50568,4.73619,0.0075,0.68581,0.25,0.15547,0.04008,0.96825,4.41053,0.00565,0.000381056,0.000381056,0.000381056
72,331.412,1.50568,4.73619,0.0075,0.68581,0.25,0.15547,0.04008,0.96825,4.41053,0.00565,0.000383572,0.000383572,0.000383572
73,334.814,1.50568,4.73619,0.0075,0.68581,0.25,0.15547,0.04008,0.96825,4.41053,0.00565,0.000386006,0.000386006,0.000386006
74,338.254,1.50568,4.73619,0.0075,0.68581,0.25,0.15547,0.04008,0.96825,4.41053,0.00565,0.000388357,0.000388357,0.000388357
75,341.728,1.50568,4.73619,0.0075,0.68581,0.25,0.15547,0.04008,0.96825,4.41053,0.00565,0.000390625,0.000390625,0.000390625
76,345.383,1.50568,4.73619,0.0075,0.68581,0.25,0.15547,0.04008,0.96825,4.41053,0.00565,0.000392812,0.000392812,0.000392812
77,348.744,1.50568,4.73619,0.0075,0.68581,0.25,0.15547,0.04008,0.96825,4.41053,0.00565,0.000394915,0.000394915,0.000394915
78,352.417,1.50568,4.73619,0.0075,0.68581,0.25,0.15547,0.04008,0.96825,4.41053,0.00565,0.000396937,0.000396937,0.000396937
79,355.927,1.50568,4.73619,0.0075,0.68581,0.25,0.15547,0.04008,0.96825,4.41053,0.00565,0.000398875,0.000398875,0.000398875
80,359.412,1.50568,4.73619,0.0075,0.68581,0.25,0.15547,0.04008,0.96825,4.41053,0.00565,0.000400732,0.000400732,0.000400732
81,363.047,1.50568,4.73619,0.0075,0.68581,0.25,0.15547,0.04008,0.96825,4.41053,0.00565,0.000402506,0.000402506,0.000402506
82,366.59,1.50568,4.73619,0.0075,0.68581,0.25,0.15547,0.04008,0.96825,4.41053,0.00565,0.000404197,0.000404197,0.000404197
83,370.23,1.50568,4.73619,0.0075,0.68581,0.25,0.15547,0.04008,0.96825,4.41053,0.00565,0.000405806,0.000405806,0.000405806
84,374.05,1.50568,4.73619,0.0075,0.68581,0.25,0.15547,0.04008,0.96825,4.41053,0.00565,0.000407332,0.000407332,0.000407332
85,377.562,1.50568,4.73619,0.0075,0.68581,0.25,0.15547,0.04008,0.96825,4.41053,0.00565,0.000408776,0.000408776,0.000408776
86,381.299,1.50568,4.73619,0.0075,0.68581,0.25,0.15547,0.04008,0.96825,4.41053,0.00565,0.000410138,0.000410138,0.000410138
87,384.695,1.50568,4.73619,0.0075,0.68581,0.25,0.15547,0.04008,0.96825,4.41053,0.00565,0.000411417,0.000411417,0.000411417
88,388.842,1.50568,4.73619,0.0075,0.68581,0.25,0.15547,0.04008,0.96825,4.41053,0.00565,0.000412614,0.000412614,0.000412614
89,392.66,1.50568,4.73619,0.0075,0.68581,0.25,0.15547,0.04008,0.96825,4.41053,0.00565,0.000413728,0.000413728,0.000413728
90,396.498,1.50568,4.73619,0.0075,0.68581,0.25,0.15547,0.04008,0.96825,4.41053,0.00565,0.000414759,0.000414759,0.000414759
91,401.533,1.50568,4.73619,0.0075,0.68581,0.25,0.15547,0.04008,0.96825,4.41053,0.00565,0.000415709,0.000415709,0.000415709
92,405.128,1.50568,4.73619,0.0075,0.68581,0.25,0.15547,0.04008,0.96825,4.41053,0.00565,0.000416575,0.000416575,0.000416575
93,408.584,1.50568,4.73619,0.0075,0.68581,0.25,0.15547,0.04008,0.96825,4.41053,0.00565,0.00041736,0.00041736,0.00041736
94,412.359,1.50568,4.73619,0.0075,0.68581,0.25,0.15547,0.04008,0.96825,4.41053,0.00565,0.000418061,0.000418061,0.000418061
95,415.81,1.50568,4.73619,0.0075,0.68581,0.25,0.15547,0.04008,0.96825,4.41053,0.00565,0.000418681,0.000418681,0.000418681
96,419.361,1.50568,4.73619,0.0075,0.68581,0.25,0.15547,0.04008,0.96825,4.41053,0.00565,0.000419218,0.000419218,0.000419218
97,423.282,1.50568,4.73619,0.0075,0.68581,0.25,0.15547,0.04008,0.96825,4.41053,0.00565,0.000419672,0.000419672,0.000419672
98,426.842,1.50568,4.73619,0.0075,0.68581,0.25,0.15547,0.04008,0.96825,4.41053,0.00565,0.000420044,0.000420044,0.000420044
99,430.659,1.50568,4.73619,0.0075,0.68581,0.25,0.15547,0.04008,0.96825,4.41053,0.00565,0.000420333,0.000420333,0.000420333
100,434.342,1.50568,4.73619,0.0075,0.68581,0.25,0.15547,0.04008,0.96825,4.41053,0.00565,0.00042054,0.00042054,0.00042054
101,438.326,1.50568,4.73619,0.0075,0.68581,0.25,0.15547,0.04008,0.96825,4.41053,0.00565,0.000420665,0.000420665,0.000420665
102,441.881,1.50568,4.73619,0.0075,0.68581,0.25,0.15547,0.04008,0.96825,4.41053,0.00565,0.000416542,0.000416542,0.000416542
103,446.071,1.50568,4.73619,0.0075,0.68581,0.25,0.15547,0.04008,0.96825,4.41053,0.00565,0.000412418,0.000412418,0.000412418
104,450.105,1.50568,4.73619,0.0075,0.68581,0.25,0.15547,0.04008,0.96825,4.41053,0.00565,0.000408295,0.000408295,0.000408295
105,453.717,1.50568,4.73619,0.0075,0.68581,0.25,0.15547,0.04008,0.96825,4.41053,0.00565,0.000404172,0.000404172,0.000404172
106,457.252,1.50568,4.73619,0.0075,0.68581,0.25,0.15547,0.04008,0.96825,4.41053,0.00565,0.000400048,0.000400048,0.000400048
107,460.939,1.50568,4.73619,0.0075,0.68581,0.25,0.15547,0.04008,0.96825,4.41053,0.00565,0.000395925,0.000395925,0.000395925
108,464.683,1.50568,4.73619,0.0075,0.68581,0.25,0.15547,0.04008,0.96825,4.41053,0.00565,0.000391802,0.000391802,0.000391802
109,468.25,1.50568,4.73619,0.0075,0.68581,0.25,0.15547,0.04008,0.96825,4.41053,0.00565,0.000387678,0.000387678,0.000387678
110,471.736,1.50568,4.73619,0.0075,0.68581,0.25,0.15547,0.04008,0.96825,4.41053,0.00565,0.000383555,0.000383555,0.000383555
111,475.173,1.50568,4.73619,0.0075,0.68581,0.25,0.15547,0.04008,0.96825,4.41053,0.00565,0.000379431,0.000379431,0.000379431
112,479.135,1.50568,4.73619,0.0075,0.68581,0.25,0.15547,0.04008,0.96825,4.41053,0.00565,0.000375308,0.000375308,0.000375308
113,482.793,1.50568,4.73619,0.0075,0.68581,0.25,0.15547,0.04008,0.96825,4.41053,0.00565,0.000371185,0.000371185,0.000371185
114,486.408,1.50568,4.73619,0.0075,0.68581,0.25,0.15547,0.04008,0.96825,4.41053,0.00565,0.000367061,0.000367061,0.000367061
115,490.194,1.50568,4.73619,0.0075,0.68581,0.25,0.15547,0.04008,0.96825,4.41053,0.00565,0.000362938,0.000362938,0.000362938
116,494.138,1.50568,4.73619,0.0075,0.68581,0.25,0.15547,0.04008,0.96825,4.41053,0.00565,0.000358815,0.000358815,0.000358815
117,498.157,1.50568,4.73619,0.0075,0.68581,0.25,0.15547,0.04008,0.96825,4.41053,0.00565,0.000354691,0.000354691,0.000354691
118,501.98,1.50568,4.73619,0.0075,0.68581,0.25,0.15547,0.04008,0.96825,4.41053,0.00565,0.000350568,0.000350568,0.000350568
119,506.19,1.50568,4.73619,0.0075,0.68581,0.25,0.15547,0.04008,0.96825,4.41053,0.00565,0.000346445,0.000346445,0.000346445
120,509.922,1.50568,4.73619,0.0075,0.68581,0.25,0.15547,0.04008,0.96825,4.41053,0.00565,0.000342321,0.000342321,0.000342321
121,513.712,1.50568,4.73619,0.0075,0.68581,0.25,0.15547,0.04008,0.96825,4.41053,0.00565,0.000338198,0.000338198,0.000338198
122,517.281,1.50568,4.73619,0.0075,0.68581,0.25,0.15547,0.04008,0.96825,4.41053,0.00565,0.000334075,0.000334075,0.000334075
123,521.114,1.50568,4.73619,0.0075,0.68581,0.25,0.15547,0.04008,0.96825,4.41053,0.00565,0.000329951,0.000329951,0.000329951
124,525.086,1.50568,4.73619,0.0075,0.72369,0.35252,0.27161,0.14562,1.00687,4.03053,0.00622,0.000325828,0.000325828,0.000325828
125,528.89,1.02559,4.97123,0.00791,0.72369,0.35252,0.27161,0.14562,1.00687,4.03053,0.00622,0.000321705,0.000321705,0.000321705
126,533.132,1.02559,4.97123,0.00791,0.72369,0.35252,0.27161,0.14562,1.00687,4.03053,0.00622,0.000317581,0.000317581,0.000317581
127,537.533,1.02559,4.97123,0.00791,0.72369,0.35252,0.27161,0.14562,1.00687,4.03053,0.00622,0.000313458,0.000313458,0.000313458
128,542.155,1.02559,4.97123,0.00791,0.72369,0.35252,0.27161,0.14562,1.00687,4.03053,0.00622,0.000309335,0.000309335,0.000309335
129,545.999,1.02559,4.97123,0.00791,0.72369,0.35252,0.27161,0.14562,1.00687,4.03053,0.00622,0.000305211,0.000305211,0.000305211
130,549.714,1.02559,4.97123,0.00791,0.72369,0.35252,0.27161,0.14562,1.00687,4.03053,0.00622,0.000301088,0.000301088,0.000301088
131,553.622,1.02559,4.97123,0.00791,0.72369,0.35252,0.27161,0.14562,1.00687,4.03053,0.00622,0.000296964,0.000296964,0.000296964
132,557.82,1.02559,4.97123,0.00791,0.72369,0.35252,0.27161,0.14562,1.00687,4.03053,0.00622,0.000292841,0.000292841,0.000292841
133,561.514,1.02559,4.97123,0.00791,0.72369,0.35252,0.27161,0.14562,1.00687,4.03053,0.00622,0.000288718,0.000288718,0.000288718
134,565.602,1.02559,4.97123,0.00791,0.72369,0.35252,0.27161,0.14562,1.00687,4.03053,0.00622,0.000284594,0.000284594,0.000284594
135,569.408,1.02559,4.97123,0.00791,0.72369,0.35252,0.27161,0.14562,1.00687,4.03053,0.00622,0.000280471,0.000280471,0.000280471
136,573.218,1.02559,4.97123,0.00791,0.72369,0.35252,0.27161,0.14562,1.00687,4.03053,0.00622,0.000276348,0.000276348,0.000276348
137,577.529,1.02559,4.97123,0.00791,0.72369,0.35252,0.27161,0.14562,1.00687,4.03053,0.00622,0.000272224,0.000272224,0.000272224
138,581.556,1.02559,4.97123,0.00791,0.72369,0.35252,0.27161,0.14562,1.00687,4.03053,0.00622,0.000268101,0.000268101,0.000268101
139,585.238,1.02559,4.97123,0.00791,0.72369,0.35252,0.27161,0.14562,1.00687,4.03053,0.00622,0.000263978,0.000263978,0.000263978
140,589.347,1.02559,4.97123,0.00791,0.72369,0.35252,0.27161,0.14562,1.00687,4.03053,0.00622,0.000259854,0.000259854,0.000259854
141,593.386,1.02559,4.97123,0.00791,0.72369,0.35252,0.27161,0.14562,1.00687,4.03053,0.00622,0.000255731,0.000255731,0.000255731
142,597.629,1.02559,4.97123,0.00791,0.72369,0.35252,0.27161,0.14562,1.00687,4.03053,0.00622,0.000251608,0.000251608,0.000251608
143,601.895,1.02559,4.97123,0.00791,0.72369,0.35252,0.27161,0.14562,1.00687,4.03053,0.00622,0.000247484,0.000247484,0.000247484
